"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"2220","6105","Major Cities of Australia","Greater Perth","Western Australia","Perth Airport","Belmont - Victoria Park","Perth - South East",1
"2221","6106","Major Cities of Australia","Greater Perth","Western Australia","Welshpool","Canning","Perth - South East",1
"2222","6107","Major Cities of Australia","Greater Perth","Western Australia","Forrestfield - Wattle Grove","Kalamunda","Perth - South East",1
"2223","6108","Major Cities of Australia","Greater Perth","Western Australia","Thornlie","Gosnells","Perth - South East",1
"2224","6109","Major Cities of Australia","Greater Perth","Western Australia","Maddington - Orange Grove - Martin","Gosnells","Perth - South East",1
"2225","6110","Major Cities of Australia","Greater Perth","Western Australia","Huntingdale - Southern River","Gosnells","Perth - South East",1
"2226","6111","Major Cities of Australia","Greater Perth","Western Australia","Kelmscott","Armadale","Perth - South East",1
"2227","6112","Major Cities of Australia","Greater Perth","Western Australia","Seville Grove","Armadale","Perth - South East",1
"2228","6121","Major Cities of Australia","Greater Perth","Western Australia","Mundijong","Serpentine - Jarrahdale","Perth - South East",1
"2229","6122","Major Cities of Australia","Greater Perth","Western Australia","Byford","Serpentine - Jarrahdale","Perth - South East",1
"2230","6123","Major Cities of Australia","Greater Perth","Western Australia","Mundijong","Serpentine - Jarrahdale","Perth - South East",1
"2231","6124","Major Cities of Australia","Greater Perth","Western Australia","Mundijong","Serpentine - Jarrahdale","Perth - South East",1
"2232","6125","Major Cities of Australia","Greater Perth","Western Australia","Mundijong","Serpentine - Jarrahdale","Perth - South East",1
"2233","6126","Inner Regional Australia","Greater Perth","Western Australia","Serpentine - Jarrahdale","Serpentine - Jarrahdale","Perth - South East",2
"2234","6147","Major Cities of Australia","Greater Perth","Western Australia","Parkwood - Ferndale - Lynwood","Canning","Perth - South East",1
"2235","6148","Major Cities of Australia","Greater Perth","Western Australia","Riverton - Shelley - Rossmoyne","Canning","Perth - South East",1
"2236","6149","Major Cities of Australia","Greater Perth","Western Australia","Leeming","Melville","Perth - South West",1
"2237","6150","Major Cities of Australia","Greater Perth","Western Australia","Murdoch - Kardinya","Melville","Perth - South West",1
"2238","6151","Major Cities of Australia","Greater Perth","Western Australia","South Perth - Kensington","South Perth","Perth - South East",1
"2239","6152","Major Cities of Australia","Greater Perth","Western Australia","Como","South Perth","Perth - South East",1
"2240","6153","Major Cities of Australia","Greater Perth","Western Australia","Applecross - Ardross","Melville","Perth - South West",1
"2241","6154","Major Cities of Australia","Greater Perth","Western Australia","Booragoon","Melville","Perth - South West",1
"2242","6155","Major Cities of Australia","Greater Perth","Western Australia","Canning Vale - West","Canning","Perth - South East",1
"2243","6156","Major Cities of Australia","Greater Perth","Western Australia","Willagee","Melville","Perth - South West",1
"2244","6157","Major Cities of Australia","Greater Perth","Western Australia","Bicton - Palmyra","Melville","Perth - South West",1
"2245","6158","Major Cities of Australia","Greater Perth","Western Australia","East Fremantle","Fremantle","Perth - South West",1
"2246","6159","Major Cities of Australia","Greater Perth","Western Australia","Fremantle","Fremantle","Perth - South West",1
"2247","6160","Major Cities of Australia","Greater Perth","Western Australia","Fremantle","Fremantle","Perth - South West",1
"2248","6161","Remote Australia","Greater Perth","Western Australia","Fremantle","Fremantle","Perth - South West",4
"2249","6162","Major Cities of Australia","Greater Perth","Western Australia","Fremantle - South","Fremantle","Perth - South West",1
"2250","6163","Major Cities of Australia","Greater Perth","Western Australia","Murdoch - Kardinya","Melville","Perth - South West",1
"2251","6164","Major Cities of Australia","Greater Perth","Western Australia","Banjup","Cockburn","Perth - South West",1
"2252","6165","Major Cities of Australia","Greater Perth","Western Australia","Hope Valley - Postans","Kwinana","Perth - South West",1
"2253","6166","Major Cities of Australia","Greater Perth","Western Australia","Coogee","Cockburn","Perth - South West",1
"2254","6167","Major Cities of Australia","Greater Perth","Western Australia","Kwinana Industrial","Kwinana","Perth - South West",1
"2255","6168","Major Cities of Australia","Greater Perth","Western Australia","Cooloongup","Rockingham","Perth - South West",1
"2256","6169","Major Cities of Australia","Greater Perth","Western Australia","Waikiki","Rockingham","Perth - South West",1
"2257","6170","Major Cities of Australia","Greater Perth","Western Australia","Calista","Kwinana","Perth - South West",1
"2258","6171","Major Cities of Australia","Greater Perth","Western Australia","Baldivis - South","Rockingham","Perth - South West",1
"2259","6172","Major Cities of Australia","Greater Perth","Western Australia","Port Kennedy","Rockingham","Perth - South West",1
"2260","6173","Major Cities of Australia","Greater Perth","Western Australia","Singleton - Golden Bay - Secret Harbour","Rockingham","Perth - South West",1
"2261","6174","Major Cities of Australia","Greater Perth","Western Australia","Singleton - Golden Bay - Secret Harbour","Rockingham","Perth - South West",1
"2262","6175","Major Cities of Australia","Greater Perth","Western Australia","Singleton - Golden Bay - Secret Harbour","Rockingham","Perth - South West",1
"2263","6176","Major Cities of Australia","Greater Perth","Western Australia","Karnup","Rockingham","Perth - South West",1
"2264","6180","Major Cities of Australia","Greater Perth","Western Australia","Mandurah - North","Mandurah","Mandurah",1
"2265","6181","Major Cities of Australia","Greater Perth","Western Australia","Mandurah - North","Mandurah","Mandurah",1
"2266","6182","Major Cities of Australia","Greater Perth","Western Australia","Karnup","Rockingham","Perth - South West",1
"2267","6207","Inner Regional Australia","Greater Perth","Western Australia","Pinjarra","Mandurah","Mandurah",2
"2268","6208","Major Cities of Australia","Greater Perth","Western Australia","Pinjarra","Mandurah","Mandurah",1
"2269","6209","Major Cities of Australia","Greater Perth","Western Australia","Mandurah - East","Mandurah","Mandurah",1
"2270","6210","Major Cities of Australia","Greater Perth","Western Australia","Mandurah","Mandurah","Mandurah",1
"2271","6211","Major Cities of Australia","Greater Perth","Western Australia","Dawesville - Bouvard","Mandurah","Mandurah",1
"2272","6213","Inner Regional Australia","Rest of WA","Western Australia","Murray","Wheat Belt - South","Western Australia - Wheat Belt",2
"2273","6214","Inner Regional Australia","Greater Perth","Western Australia","Pinjarra","Mandurah","Mandurah",2
"2274","6215","Inner Regional Australia","Rest of WA","Western Australia","Waroona","Bunbury","Bunbury",2
"2275","6218","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2276","6219","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2277","6220","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2278","6221","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2279","6223","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2280","6224","Inner Regional Australia","Rest of WA","Western Australia","Harvey","Bunbury","Bunbury",2
"2281","6225","Inner Regional Australia","Rest of WA","Western Australia","Collie","Bunbury","Bunbury",2
"2282","6226","Inner Regional Australia","Rest of WA","Western Australia","Australind - Leschenault","Bunbury","Bunbury",2
"2283","6227","Inner Regional Australia","Rest of WA","Western Australia","Dardanup","Bunbury","Bunbury",2
"2284","6228","Inner Regional Australia","Rest of WA","Western Australia","Dardanup","Bunbury","Bunbury",2
"2285","6229","Inner Regional Australia","Rest of WA","Western Australia","East Bunbury - Glen Iris","Bunbury","Bunbury",2
"2286","6230","Inner Regional Australia","Rest of WA","Western Australia","East Bunbury - Glen Iris","Bunbury","Bunbury",2
"2287","6232","Inner Regional Australia","Rest of WA","Western Australia","Eaton - Pelican Point","Bunbury","Bunbury",2
"2288","6233","Inner Regional Australia","Rest of WA","Western Australia","Australind - Leschenault","Bunbury","Bunbury",2
"2289","6236","Inner Regional Australia","Rest of WA","Western Australia","Dardanup","Bunbury","Bunbury",2
"2290","6237","Inner Regional Australia","Rest of WA","Western Australia","Capel","Bunbury","Bunbury",2
"2291","6239","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2292","6240","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2293","6243","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2294","6244","Outer Regional Australia","Rest of WA","Western Australia","Bridgetown - Boyup Brook","Manjimup","Bunbury",3
"2295","6251","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2296","6252","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2297","6253","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2298","6254","Outer Regional Australia","Rest of WA","Western Australia","Bridgetown - Boyup Brook","Manjimup","Bunbury",3
"2299","6255","Inner Regional Australia","Rest of WA","Western Australia","Bridgetown - Boyup Brook","Manjimup","Bunbury",2
"2300","6256","Outer Regional Australia","Rest of WA","Western Australia","Bridgetown - Boyup Brook","Manjimup","Bunbury",3
"2301","6258","Outer Regional Australia","Rest of WA","Western Australia","Pemberton","Manjimup","Bunbury",3
"2302","6260","Outer Regional Australia","Rest of WA","Western Australia","Pemberton","Manjimup","Bunbury",3
"2303","6262","Remote Australia","Rest of WA","Western Australia","Pemberton","Manjimup","Bunbury",4
"2304","6271","Inner Regional Australia","Rest of WA","Western Australia","Capel","Bunbury","Bunbury",2
"2305","6275","Inner Regional Australia","Rest of WA","Western Australia","Donnybrook - Balingup","Manjimup","Bunbury",2
"2306","6280","Inner Regional Australia","Rest of WA","Western Australia","Busselton - East","Augusta - Margaret River - Busselton","Bunbury",2
"2307","6281","Inner Regional Australia","Rest of WA","Western Australia","Busselton Surrounds","Augusta - Margaret River - Busselton","Bunbury",2
"2308","6282","Inner Regional Australia","Rest of WA","Western Australia","Busselton Surrounds","Augusta - Margaret River - Busselton","Bunbury",2
"2309","6284","Inner Regional Australia","Rest of WA","Western Australia","Margaret River","Augusta - Margaret River - Busselton","Bunbury",2
"2310","6285","Inner Regional Australia","Rest of WA","Western Australia","Margaret River","Augusta - Margaret River - Busselton","Bunbury",2
"2311","6286","Inner Regional Australia","Rest of WA","Western Australia","Augusta","Augusta - Margaret River - Busselton","Bunbury",2
"2312","6288","Inner Regional Australia","Rest of WA","Western Australia","Augusta","Augusta - Margaret River - Busselton","Bunbury",2
"2313","6290","Inner Regional Australia","Rest of WA","Western Australia","Augusta","Augusta - Margaret River - Busselton","Bunbury",2
"2314","6302","Inner Regional Australia","Rest of WA","Western Australia","York - Beverley","Wheat Belt - North","Western Australia - Wheat Belt",2
"2315","6304","Outer Regional Australia","Rest of WA","Western Australia","York - Beverley","Wheat Belt - North","Western Australia - Wheat Belt",3
"2316","6306","Outer Regional Australia","Rest of WA","Western Australia","Brookton","Wheat Belt - South","Western Australia - Wheat Belt",3
"2317","6308","Outer Regional Australia","Rest of WA","Western Australia","Brookton","Wheat Belt - South","Western Australia - Wheat Belt",3
"2318","6309","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2319","6311","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2320","6312","Outer Regional Australia","Rest of WA","Western Australia","Narrogin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2321","6313","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2322","6315","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2323","6316","Outer Regional Australia","Rest of WA","Western Australia","Katanning","Albany","Western Australia - Wheat Belt",3
"2324","6317","Outer Regional Australia","Rest of WA","Western Australia","Katanning","Albany","Western Australia - Wheat Belt",3
"2325","6318","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2326","6320","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2327","6321","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2328","6322","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2329","6323","Outer Regional Australia","Rest of WA","Western Australia","Plantagenet","Albany","Western Australia - Wheat Belt",3
"2330","6324","Outer Regional Australia","Rest of WA","Western Australia","Plantagenet","Albany","Western Australia - Wheat Belt",3
"2331","6326","Outer Regional Australia","Rest of WA","Western Australia","Plantagenet","Albany","Western Australia - Wheat Belt",3
"2332","6327","Outer Regional Australia","Rest of WA","Western Australia","Albany Surrounds","Albany","Western Australia - Wheat Belt",3
"2333","6328","Outer Regional Australia","Rest of WA","Western Australia","Albany Surrounds","Albany","Western Australia - Wheat Belt",3
"2334","6330","Outer Regional Australia","Rest of WA","Western Australia","Albany","Albany","Western Australia - Wheat Belt",3
"2335","6333","Outer Regional Australia","Rest of WA","Western Australia","Denmark","Albany","Western Australia - Wheat Belt",3
"2336","6335","Remote Australia","Rest of WA","Western Australia","Gnowangerup","Albany","Western Australia - Wheat Belt",4
"2337","6336","Remote Australia","Rest of WA","Western Australia","Gnowangerup","Albany","Western Australia - Wheat Belt",4
"2338","6337","Remote Australia","Rest of WA","Western Australia","Gnowangerup","Albany","Western Australia - Wheat Belt",4
"2339","6338","Outer Regional Australia","Rest of WA","Western Australia","Stirling Range National Park","Albany","Western Australia - Wheat Belt",3
"2340","6341","Remote Australia","Rest of WA","Western Australia","Gnowangerup","Albany","Western Australia - Wheat Belt",4
"2341","6343","Remote Australia","Rest of WA","Western Australia","Gnowangerup","Albany","Western Australia - Wheat Belt",4
"2342","6346","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2343","6348","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2344","6350","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2345","6351","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2346","6352","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2347","6353","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2348","6355","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2349","6356","Very Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",5
"2350","6357","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2351","6358","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2352","6359","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2353","6361","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2354","6363","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2355","6365","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2356","6367","Remote Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",4
"2357","6368","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2358","6369","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2359","6370","Outer Regional Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2360","6372","Outer Regional Australia","Rest of WA","Western Australia","Kulin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2361","6373","Remote Australia","Rest of WA","Western Australia","Brookton","Wheat Belt - South","Western Australia - Wheat Belt",4
"2362","6375","Remote Australia","Rest of WA","Western Australia","Brookton","Wheat Belt - South","Western Australia - Wheat Belt",4
"2363","6383","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2364","6384","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2365","6385","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2366","6386","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2367","6390","Inner Regional Australia","Rest of WA","Western Australia","Murray","Wheat Belt - South","Western Australia - Wheat Belt",2
"2368","6391","Inner Regional Australia","Rest of WA","Western Australia","Murray","Wheat Belt - South","Western Australia - Wheat Belt",2
"2369","6392","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2370","6393","Outer Regional Australia","Rest of WA","Western Australia","Wagin","Wheat Belt - South","Western Australia - Wheat Belt",3
"2371","6394","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2372","6395","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2373","6396","Outer Regional Australia","Rest of WA","Western Australia","Kojonup","Albany","Western Australia - Wheat Belt",3
"2374","6397","Outer Regional Australia","Rest of WA","Western Australia","Plantagenet","Albany","Western Australia - Wheat Belt",3
"2375","6398","Outer Regional Australia","Rest of WA","Western Australia","Pemberton","Manjimup","Bunbury",3
"2376","6401","Inner Regional Australia","Rest of WA","Western Australia","Northam","Wheat Belt - North","Western Australia - Wheat Belt",2
"2377","6403","Inner Regional Australia","Rest of WA","Western Australia","Northam","Wheat Belt - North","Western Australia - Wheat Belt",2
"2378","6405","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2379","6407","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2380","6409","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2381","6410","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2382","6411","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2383","6412","Outer Regional Australia","Rest of WA","Western Australia","Cunderdin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2384","6413","Outer Regional Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2385","6414","Outer Regional Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2386","6415","Outer Regional Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2387","6418","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2388","6419","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2389","6420","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2390","6421","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2391","6422","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2392","6423","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2393","6424","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2394","6425","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2395","6426","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2396","6427","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2397","6428","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2398","6429","Very Remote Australia","Rest of WA","Western Australia","Kambalda - Coolgardie - Norseman","Goldfields","Western Australia - Outback (South)",5
"2399","6430","Outer Regional Australia","Rest of WA","Western Australia","Kalgoorlie - North","Goldfields","Western Australia - Outback (South)",3
"2400","6431","Outer Regional Australia","Rest of WA","Western Australia","Trafalgar (WA)","Goldfields","Western Australia - Outback (South)",3
"2401","6432","Outer Regional Australia","Rest of WA","Western Australia","Boulder","Goldfields","Western Australia - Outback (South)",3
"2402","6434","Outer Regional Australia","Rest of WA","Western Australia","Kalgoorlie","Goldfields","Western Australia - Outback (South)",3
"2403","6436","Very Remote Australia","Rest of WA","Western Australia","Leinster - Leonora","Goldfields","Western Australia - Outback (South)",5
"2404","6437","Very Remote Australia","Rest of WA","Western Australia","Leinster - Leonora","Goldfields","Western Australia - Outback (South)",5
"2405","6438","Very Remote Australia","Rest of WA","Western Australia","Leinster - Leonora","Goldfields","Western Australia - Outback (South)",5
"2406","6440","Very Remote Australia","Rest of WA","Western Australia","Leinster - Leonora","Goldfields","Western Australia - Outback (South)",5
"2407","6442","Outer Regional Australia","Rest of WA","Western Australia","Kambalda - Coolgardie - Norseman","Goldfields","Western Australia - Outback (South)",3
"2408","6443","Very Remote Australia","Rest of WA","Western Australia","Kambalda - Coolgardie - Norseman","Goldfields","Western Australia - Outback (South)",5
"2409","6445","Very Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",5
"2410","6446","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2411","6447","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2412","6448","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2413","6450","Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",4
"2414","6452","Very Remote Australia","Rest of WA","Western Australia","Esperance Surrounds","Esperance","Western Australia - Outback (South)",5
"2415","6460","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2416","6461","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2417","6462","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2418","6463","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2419","6465","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2420","6466","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2421","6467","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2422","6468","Remote Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",4
"2423","6470","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2424","6472","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2425","6473","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2426","6475","Remote Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2427","6476","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2428","6477","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2429","6479","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2430","6480","Remote Australia","Rest of WA","Western Australia","Merredin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2431","6484","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2432","6485","Outer Regional Australia","Rest of WA","Western Australia","Dowerin","Wheat Belt - North","Western Australia - Wheat Belt",3
"2433","6487","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2434","6488","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2435","6489","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2436","6490","Remote Australia","Rest of WA","Western Australia","Mukinbudin","Wheat Belt - North","Western Australia - Wheat Belt",4
"2437","6501","Inner Regional Australia","Rest of WA","Western Australia","Chittering","Wheat Belt - North","Western Australia - Wheat Belt",2
"2438","6502","Inner Regional Australia","Rest of WA","Western Australia","Chittering","Wheat Belt - North","Western Australia - Wheat Belt",2
"2439","6503","Inner Regional Australia","Rest of WA","Western Australia","Gingin - Dandaragan","Wheat Belt - North","Western Australia - Wheat Belt",2
"2440","6504","Outer Regional Australia","Rest of WA","Western Australia","Chittering","Wheat Belt - North","Western Australia - Wheat Belt",3
"2441","6505","Outer Regional Australia","Rest of WA","Western Australia","Chittering","Wheat Belt - North","Western Australia - Wheat Belt",3
"2442","6506","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2443","6507","Outer Regional Australia","Rest of WA","Western Australia","Gingin - Dandaragan","Wheat Belt - North","Western Australia - Wheat Belt",3
"2444","6509","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2445","6510","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2446","6511","Outer Regional Australia","Rest of WA","Western Australia","Gingin - Dandaragan","Wheat Belt - North","Western Australia - Wheat Belt",3
"2447","6512","Outer Regional Australia","Rest of WA","Western Australia","Moora","Wheat Belt - North","Western Australia - Wheat Belt",3
"2448","6513","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2449","6514","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2450","6515","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2451","6516","Outer Regional Australia","Rest of WA","Western Australia","Gingin - Dandaragan","Wheat Belt - North","Western Australia - Wheat Belt",3
"2452","6517","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2453","6518","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2454","6519","Remote Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",4
"2455","6521","Outer Regional Australia","Rest of WA","Western Australia","Gingin - Dandaragan","Wheat Belt - North","Western Australia - Wheat Belt",3
"2456","6522","Outer Regional Australia","Rest of WA","Western Australia","Morawa","Mid West","Western Australia - Outback (South)",3
"2457","6525","Outer Regional Australia","Rest of WA","Western Australia","Irwin","Mid West","Western Australia - Outback (South)",3
"2458","6528","Outer Regional Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",3
"2459","6530","Outer Regional Australia","Rest of WA","Western Australia","Geraldton - North","Mid West","Western Australia - Outback (South)",3
"2460","6532","Outer Regional Australia","Rest of WA","Western Australia","Geraldton - East","Mid West","Western Australia - Outback (South)",3
"2461","6535","Outer Regional Australia","Rest of WA","Western Australia","Northampton - Mullewa - Greenough","Mid West","Western Australia - Outback (South)",3
